"","Carrier","Airport_Distance","Number_of_flights","Weather","Support_Crew_Available","Baggage_loading_time","Late_Arrival_o","Cleaning_o","Fueling_o","Security_o","Arr_Delay"
"1289","MQ",432,39022,5,93,16,17,10,29,38,26
"1290","UA",462,46766,6,1,17,19,12,23,30,97
"1291","AA",403,41166,5,168,16,18,9,31,37,19
"1292","WN",454,46478,5,51,18,20,12,20,28,111
"1293","UA",451,46496,6,69,18,19,13,18,23,105
"1294","US",438,43588,6,74,18,19,9,27,31,82
"1295","EV",445,42910,6,158,17,18,13,23,35,53
"1296","UA",438,46487,5,2,18,20,9,29,41,91
"1298","VX",443,41998,6,53,17,19,5,25,37,88
"1299","B6",479,48159,5,10,18,19,10,27,34,111
"1300","UA",427,49361,6,136,17,18,8,21,47,103
"1302","B6",427,43473,5,49,17,19,11,26,33,86
"1303","EV",446,42320,5,98,17,19,4,24,43,64
"1304","MQ",445,43639,5,98,17,18,8,32,41,45
"1305","UA",431,42550,5,49,17,19,15,21,36,63
"1306","AA",445,41678,5,14,17,18,10,31,38,38
"1307","DL",450,46980,6,119,18,19,10,25,37,120
"1309","EV",433,43548,5,129,17,19,9,30,32,71
"1310","B6",446,39288,5,106,17,19,9,24,38,33
"1311","UA",437,45997,5,81,17,19,7,27,48,85
"1312","EV",448,42824,5,119,17,18,7,22,28,57
"1313","DL",457,45932,6,134,17,19,9,27,42,103
"1315","AA",429,41932,5,105,16,20,7,25,52,64
"1316","WN",449,44977,6,72,17,20,12,30,39,108
"1318","AA",452,40106,5,155,17,18,13,21,20,26
"1321","DL",419,44989,5,68,16,19,9,15,33,68
"1323","B6",435,41840,5,106,17,19,9,25,26,48
"1324","UA",452,39616,6,137,17,19,10,26,46,62
"1325","B6",457,43527,5,13,18,20,14,22,20,98
"1326","AA",442,43359,5,103,16,18,9,25,29,41
"1327","UA",454,40172,5,113,17,18,17,26,33,54
"1328","DL",448,45667,6,64,18,20,15,21,42,119
"1329","WN",449,44795,6,152,17,20,5,18,45,103
"1331","US",438,42669,5,103,17,18,14,28,38,68
"1333","B6",459,47552,6,29,18,20,10,21,22,118
"1334","MQ",447,46920,5,25,17,19,9,22,31,98
"1335","FL",432,41144,5,37,16,18,8,24,38,31
"1336","AA",450,46669,5,49,18,19,7,23,32,83
"1337","AA",448,46133,5,13,17,20,7,27,29,93
"1340","B6",418,42016,5,68,17,20,9,26,31,61
"1341","UA",416,41784,5,188,17,19,11,19,40,59
"1344","MQ",456,43161,6,107,17,19,8,22,44,58
"1345","AA",462,46751,6,29,18,20,13,26,55,112
"1346","WN",442,45941,6,75,18,19,12,31,37,95
"1347","B6",420,44649,5,146,17,19,10,26,30,79
"1349","EV",449,42210,6,123,17,19,15,24,36,56
"1350","EV",433,43149,5,92,17,19,8,21,33,58
"1351","MQ",434,44631,5,171,17,18,19,27,39,80
"1352","EV",440,43566,6,105,17,19,8,23,31,52
"1353","B6",437,40884,6,80,17,18,6,26,43,64
"1354","UA",413,44028,5,95,16,19,11,20,31,74
"1355","DL",471,45460,6,73,17,19,16,26,40,77
"1357","VX",428,42946,5,64,17,19,11,21,31,75
"1359","EV",466,49023,5,82,18,20,20,18,45,109
"1360","B6",420,39936,5,110,16,19,10,20,44,38
"1361","EV",441,46564,6,128,17,19,9,31,29,92
"1363","AA",404,39306,5,130,16,18,9,20,30,25
"1364","B6",449,42481,6,51,17,19,11,20,36,79
"1366","EV",444,43617,5,133,17,19,10,23,34,62
"1367","AA",430,41058,5,126,16,18,12,28,37,28
"1368","UA",430,41388,5,3,17,19,6,23,35,56
"1369","WN",434,43880,5,111,17,17,12,33,32,52
"1370","EV",445,45550,6,93,18,20,14,26,38,114
"1371","B6",422,42416,5,54,17,19,13,23,32,40
"1373","EV",445,43224,5,132,18,19,8,28,23,103
"1374","EV",436,47614,5,77,17,19,11,33,39,111
"1375","DL",449,44979,5,41,17,18,11,23,34,72
"1376","EV",459,40581,6,69,16,18,5,27,50,60
"1377","B6",431,45425,6,2,17,19,5,22,40,77
"1378","WN",434,39370,5,109,16,18,11,22,44,24
"1379","MQ",441,40745,5,103,17,17,13,30,29,42
"1380","UA",479,45805,6,31,18,20,4,29,41,110
"1381","UA",441,45911,6,11,17,18,13,22,31,62
"1382","UA",454,39690,5,151,16,18,9,28,31,34
"1383","US",459,48322,6,13,18,19,12,28,32,128
"1385","DL",431,43411,5,97,17,19,8,24,47,94
"1387","FL",468,44519,6,47,17,19,12,29,32,109
"1388","B6",459,48698,6,67,18,20,9,20,41,159
"1389","UA",411,42409,5,159,17,18,9,25,56,59
"1390","UA",442,44155,5,101,17,18,23,32,30,66
"1392","B6",418,42562,6,193,17,18,11,23,45,46
"1393","B6",446,41709,6,112,17,20,12,22,58,76
"1394","DL",443,44866,6,24,17,19,9,23,36,86
"1395","MQ",464,44794,6,107,17,19,12,26,37,108
"1397","EV",450,41577,5,67,17,19,8,25,46,60
"1398","EV",470,42073,5,68,17,18,14,22,32,68
"1399","EV",407,42484,5,5,16,19,21,25,29,52
"1400","B6",446,45138,6,60,17,19,15,20,40,83
"1402","UA",424,41595,5,91,17,18,16,26,28,48
"1403","B6",466,44326,5,101,17,19,11,23,45,96
"1404","UA",472,44616,5,47,17,20,6,25,38,110
"1405","DL",466,43325,5,58,18,20,11,22,36,77
"1406","DL",450,47409,6,12,18,19,8,27,48,117
"1407","DL",416,43568,5,44,16,18,13,34,28,33
"1409","AA",420,42077,5,107,17,20,6,21,40,62
"1410","EV",437,45433,5,109,18,19,12,26,48,81
"1411","AA",449,42113,6,80,17,19,12,28,31,68
"1412","MQ",454,43487,5,66,17,18,9,28,37,73
"1413","AA",408,39998,5,78,17,18,5,27,34,36
"1414","US",422,43990,6,105,17,19,8,28,46,61
"1415","MQ",427,42925,5,133,16,17,6,35,32,38
"1416","9E",472,42167,5,142,17,19,14,24,36,91
"1417","9E",445,42557,5,118,17,19,8,19,32,78
"1418","B6",445,45233,6,39,18,19,13,24,43,80
"1419","MQ",452,43018,6,99,17,20,11,16,42,72
"1420","US",442,46800,5,42,17,20,10,24,45,102
"1421","EV",443,42434,5,88,16,18,16,26,26,41
"1422","9E",445,38940,5,115,16,18,7,21,31,18
"1423","DL",438,42249,6,71,17,19,9,24,44,60
"1426","DL",432,46724,5,52,17,19,10,26,32,49
"1427","UA",450,44553,5,56,17,18,7,19,29,55
"1428","UA",434,42133,5,85,17,18,9,24,47,53
"1429","UA",477,43634,5,3,17,19,7,22,36,77
"1430","US",443,44522,5,59,18,19,10,25,29,82
"1431","MQ",472,49198,5,98,17,19,5,34,44,103
"1433","UA",463,41282,5,123,17,19,11,24,42,83
"1434","B6",476,46046,6,64,18,19,13,21,43,100
"1438","AA",440,42487,6,64,17,19,6,22,39,77
"1439","UA",444,43487,6,142,17,19,10,35,38,87
"1440","9E",430,44760,6,65,17,19,8,29,37,81
"1441","MQ",444,44812,6,72,17,19,17,27,29,83
"1442","UA",456,42481,5,59,17,19,12,24,44,69
"1443","B6",425,42501,5,128,16,18,13,21,35,50
"1444","DL",453,42170,5,18,17,18,10,20,44,62
"1445","DL",464,46129,5,153,17,19,12,18,26,76
"1446","B6",436,47384,5,145,18,19,8,25,43,98
"1447","EV",440,39074,6,96,16,19,12,22,36,39
"1448","MQ",458,46677,6,76,17,20,11,20,46,113
"1449","B6",406,45306,6,69,17,20,9,27,41,96
"1450","UA",454,42763,5,93,17,18,10,22,52,50
"1451","AA",432,42808,5,45,17,18,12,28,42,30
"1452","MQ",450,42966,5,7,17,18,7,24,44,54
"1453","UA",422,41214,5,103,16,18,11,26,42,38
"1455","MQ",475,40720,5,21,18,19,7,29,39,81
"1456","UA",428,42051,6,120,17,19,10,25,39,62
"1457","UA",436,38314,5,97,16,18,12,32,39,30
"1458","B6",464,45693,6,43,18,20,3,22,30,104
"1459","B6",457,43410,5,105,18,19,13,22,37,86
"1460","WN",438,42792,6,77,17,19,6,25,34,75
"1461","AA",439,42894,5,98,17,19,6,30,45,72
"1462","B6",434,41954,5,96,17,19,10,24,39,57
"1465","AA",433,37491,5,91,16,18,7,23,29,12
"1466","UA",429,41682,6,83,17,18,17,25,47,63
"1468","9E",441,40199,5,104,17,17,14,33,40,34
"1469","EV",438,44070,5,80,17,19,2,26,46,78
"1471","UA",437,39706,5,106,16,18,14,19,27,40
"1473","WN",442,42476,5,2,17,19,9,32,27,40
"1474","DL",443,43190,5,64,17,19,17,29,24,58
"1476","AA",456,41063,6,64,17,18,11,26,29,63
"1477","UA",448,42341,5,62,17,18,7,30,33,63
"1478","B6",431,42096,6,44,17,20,14,29,39,61
"1479","DL",456,45586,5,120,17,19,7,26,49,72
"1481","UA",450,45306,5,126,16,19,7,23,41,61
"1482","9E",432,40706,6,79,16,17,17,30,37,36
"1483","DL",435,41926,5,105,16,18,10,28,27,27
"1485","EV",430,43267,5,130,16,18,5,20,36,48
"1486","UA",422,39679,5,99,17,19,3,22,36,43
"1487","9E",455,43351,5,17,17,18,18,23,38,62
"1488","EV",437,39663,6,130,17,18,7,21,26,43
"1490","9E",438,42531,5,41,17,19,18,30,42,79
"1491","AA",428,42731,5,86,17,18,9,25,30,44
"1492","9E",486,51315,6,44,18,21,9,28,33,155
"1493","DL",423,43689,5,87,17,19,13,27,41,43
"1494","MQ",459,37691,5,71,16,17,10,23,37,35
"1495","EV",440,44120,5,71,17,18,5,25,31,58
"1496","DL",455,40073,6,34,17,17,11,22,49,62
"1497","UA",430,40423,6,144,16,18,2,20,43,38
"1498","EV",475,46571,5,127,17,20,9,23,36,89
"1501","DL",447,43587,5,12,17,18,11,22,36,66
"1503","UA",422,43101,5,122,17,18,11,25,33,63
"1504","DL",443,42420,6,160,17,18,7,22,31,66
"1505","EV",466,47405,5,61,17,19,10,19,28,92
"1506","B6",441,45281,6,55,17,19,7,21,43,61
"1507","WN",415,41465,6,77,16,18,8,31,26,53
"1508","MQ",413,42288,5,128,16,18,13,30,32,48
"1510","MQ",429,35779,5,99,15,17,11,27,39,7
"1511","AA",432,43145,5,113,17,20,9,25,40,73
"1514","AA",455,45497,6,136,17,19,9,25,46,85
"1515","AA",417,40680,5,70,15,18,8,20,30,27
"1516","B6",458,41617,5,80,17,19,9,29,35,65
"1517","DL",429,43679,6,15,18,19,9,24,40,92
"1518","DL",455,42251,6,40,17,20,9,25,24,76
"1519","DL",427,35828,5,70,16,18,13,28,32,14
"1520","UA",453,40131,5,87,17,20,12,25,38,61
"1521","EV",432,42154,6,183,17,19,8,23,38,67
"1522","MQ",453,45993,5,133,18,20,11,25,43,98
"1525","US",480,45684,6,7,18,19,9,28,30,119
"1526","AA",452,42092,5,17,17,18,7,22,37,60
"1527","B6",449,46438,6,79,17,19,11,30,27,99
"1528","DL",438,43162,5,124,17,19,6,32,23,73
"1529","B6",424,41066,5,68,17,18,5,28,37,27
"1530","VX",445,46659,5,34,17,19,11,23,37,87
"1531","EV",446,40498,6,79,17,18,9,24,30,52
"1532","DL",442,44627,6,77,17,19,10,21,21,78
"1533","EV",456,43042,5,112,17,19,8,22,54,90
"1534","B6",428,42425,5,102,16,18,14,23,34,28
"1536","US",430,38881,6,125,17,18,9,25,27,46
"1537","UA",456,44316,6,108,17,19,8,24,41,105
"1538","WN",468,48616,5,42,18,19,6,23,39,105
"1539","MQ",394,31441,5,130,15,17,13,27,38,1
"1540","UA",428,45090,6,87,18,19,3,31,36,96
"1541","UA",431,44646,5,92,18,19,13,21,36,84
"1542","B6",410,42574,5,208,17,17,7,25,37,41
"1543","9E",441,46896,6,46,17,19,1,17,35,94
"1544","EV",432,46956,6,114,17,18,13,23,27,98
"1546","AA",475,40556,5,110,16,18,12,25,39,52
"1547","UA",444,43226,5,80,17,18,13,22,36,60
"1549","EV",446,44743,5,84,17,19,1,22,32,73
"1552","AA",468,43920,5,120,17,18,8,26,50,51
"1553","DL",445,46048,6,51,17,19,16,23,41,66
"1554","EV",440,44053,5,78,17,20,16,26,54,74
"1555","DL",455,43451,6,73,17,18,8,27,36,86
"1558","DL",435,45490,5,7,18,19,5,24,37,103
"1559","VX",431,43780,5,92,16,19,12,25,37,50
"1560","AA",451,42630,6,57,18,18,9,26,47,85
"1561","WN",419,40896,5,119,16,18,11,23,34,32
"1562","UA",429,43204,5,31,17,20,12,28,34,77
"1563","MQ",429,39318,5,76,16,18,8,30,39,27
"1565","UA",449,41939,5,4,17,19,10,28,42,58
"1567","AA",463,45794,5,68,18,19,9,28,44,77
"1568","US",461,45908,6,48,18,19,15,23,43,88
"1570","UA",454,50643,5,85,19,20,12,24,34,153
"1571","WN",455,43109,6,121,17,18,11,23,28,71
"1572","EV",476,43887,5,105,17,19,7,28,31,91
"1573","B6",441,44177,6,93,17,18,8,29,55,53
"1574","B6",456,44170,5,46,18,19,10,22,27,92
"1576","UA",428,44690,6,44,17,19,10,26,31,101
"1577","B6",445,48794,5,66,18,19,5,33,47,108
"1578","AA",438,42798,5,82,17,19,10,22,41,72
"1579","F9",433,38596,5,123,17,18,11,28,28,33
"1581","UA",449,42341,6,168,17,19,7,25,41,70
"1582","AA",394,41015,5,101,17,17,11,25,50,29
"1584","MQ",378,32101,5,110,15,16,12,28,31,2
"1585","DL",428,42575,5,129,17,18,13,21,35,39
"1586","US",438,43664,5,134,17,19,0,23,45,58
"1587","UA",446,42710,5,64,17,19,6,25,42,82
"1588","AA",462,47704,5,28,17,20,9,24,43,103
"1589","UA",438,45042,5,163,17,19,16,26,44,59
"1590","AA",429,42901,5,123,17,18,12,22,40,57
"1591","EV",464,49007,5,29,18,20,12,27,41,148
"1592","UA",456,44966,6,33,17,19,10,23,46,94
"1593","FL",432,43593,6,83,17,18,12,27,45,48
"1594","B6",419,36538,6,152,16,18,7,28,42,27
"1596","EV",454,41752,6,70,17,17,8,27,27,47
"1597","B6",442,45820,5,22,17,19,12,22,25,91
"1599","DL",416,39240,5,64,16,18,5,22,29,17
"1600","DL",464,42457,5,89,17,19,11,27,29,58
"1601","DL",447,40856,5,101,17,19,13,25,23,46
"1602","DL",464,40696,5,75,16,18,11,29,39,41
"1604","B6",429,45293,5,8,18,21,14,20,48,120
"1606","DL",448,44314,6,69,17,18,15,27,23,56
"1607","WN",443,42214,5,39,16,18,8,26,44,56
"1608","B6",442,43583,5,82,17,20,9,27,45,63
"1609","UA",404,43781,5,40,17,19,14,21,40,59
"1610","B6",461,43982,6,93,18,19,18,26,39,86
"1611","WN",436,37932,5,169,17,19,11,14,36,29
"1612","B6",409,38661,5,72,16,18,2,22,40,40
"1613","UA",441,36857,5,66,16,18,12,22,39,29
"1614","EV",429,42200,6,92,16,19,14,24,38,52
"1617","B6",421,43303,6,63,17,19,10,17,26,48
"1619","EV",458,44320,5,136,17,19,12,26,33,62
"1620","B6",428,42466,6,60,17,18,9,29,32,61
"1622","DL",420,43378,6,133,17,20,11,22,34,57
"1623","UA",435,45439,5,79,17,18,10,25,30,58
"1624","EV",454,46970,6,23,18,20,8,29,32,133
"1625","MQ",443,39866,5,90,17,19,14,29,48,37
"1626","US",440,41602,5,78,17,19,8,20,43,62
"1627","UA",450,43965,5,92,17,19,10,28,26,87
"1628","MQ",445,39523,5,121,17,18,7,22,37,37
"1629","AS",442,41470,5,88,16,19,17,31,37,46
"1630","B6",446,47428,5,102,18,19,13,29,45,103
"1631","UA",449,43869,6,117,17,18,11,16,44,122
"1632","EV",454,41915,6,105,17,18,9,26,35,42
"1633","B6",461,49442,6,77,18,20,6,26,31,123
"1634","EV",419,43020,5,7,17,19,10,27,35,70
"1635","WN",445,41849,5,159,17,19,13,29,36,60
"1637","UA",450,43517,6,108,17,18,5,27,29,72
"1639","AA",462,45780,5,32,18,19,11,24,41,87
"1640","DL",431,47599,6,57,18,20,14,25,27,99
"1641","AA",462,43931,5,36,17,19,7,25,39,93
"1642","9E",462,43299,6,48,17,19,6,22,36,96
"1643","US",481,45042,5,33,17,19,15,25,35,80
"1644","AA",418,45025,6,27,17,19,12,31,44,72
"1645","DL",433,43801,6,92,18,19,4,20,32,74
"1646","UA",424,41247,5,79,16,18,6,20,36,45
"1647","EV",418,41382,5,93,17,18,12,24,42,90
"1650","9E",445,41149,6,92,17,18,14,26,31,76
"1652","MQ",395,29475,5,190,15,16,10,24,35,0
"1654","EV",434,40523,5,80,16,18,17,23,43,31
"1655","B6",448,44768,5,58,18,20,12,20,31,107
"1656","MQ",472,45658,6,103,18,19,13,22,32,89
"1657","UA",458,46300,6,14,18,19,5,26,33,120
"1658","EV",447,44303,5,99,18,19,11,21,42,73
"1659","UA",430,46076,6,122,17,20,16,31,48,58
"1660","AA",443,42734,5,99,18,19,9,25,39,68
"1664","AA",437,38261,5,136,16,18,7,25,28,21
"1666","FL",455,48231,6,88,18,20,9,24,51,141
"1667","EV",438,41081,5,52,16,18,7,21,38,43
"1668","9E",440,45418,5,155,18,19,12,22,40,92
"1669","VX",435,41979,5,52,16,19,11,30,49,59
"1670","US",448,42363,6,148,16,17,9,30,36,42
"1671","MQ",442,42421,5,55,17,19,9,24,35,53
"1673","UA",464,46454,6,83,18,21,8,24,32,124
"1674","AA",477,47531,5,126,17,19,13,27,25,93
"1675","B6",427,45689,5,66,18,19,16,26,35,97
"1677","WN",451,44953,6,24,17,18,12,24,40,100
"1678","EV",425,36717,5,41,15,17,17,25,36,10
"1679","DL",461,41153,5,81,16,18,12,18,44,42
"1680","B6",435,39819,5,66,16,18,5,19,41,29
"1681","DL",431,44629,6,84,17,19,7,24,32,69
"1682","UA",442,43205,5,127,16,18,6,21,28,50
"1683","DL",446,41828,5,120,17,18,7,27,48,37
"1684","DL",461,46596,6,12,18,20,6,26,36,104
"1685","B6",446,43642,6,69,17,19,6,21,30,65
"1686","DL",449,43029,5,68,17,19,14,24,37,76
"1687","EV",464,41349,5,85,17,19,7,25,43,43
"1688","9E",476,45233,5,121,17,19,9,20,30,72
"1689","US",454,46629,6,60,18,20,6,24,47,127
"1691","DL",461,40622,5,79,17,18,14,23,38,47
"1692","UA",444,47400,6,49,17,19,3,27,35,78
"1693","DL",433,44961,5,77,18,20,10,23,38,88
"1694","UA",471,45224,6,81,18,18,11,29,32,72
"1695","AA",474,45378,6,26,17,19,13,26,37,82
"1696","EV",450,41094,5,118,18,19,10,25,25,61
"1697","DL",437,42201,6,74,17,19,17,20,43,60
"1698","EV",440,44773,5,87,16,19,5,23,28,66
"1699","B6",441,42263,5,18,17,19,15,27,39,59
"1700","EV",466,43997,6,46,18,19,11,24,29,92
"1701","DL",459,47549,6,156,17,20,15,25,47,104
"1702","AA",427,42887,5,106,17,18,9,25,34,56
"1703","9E",448,44713,6,67,18,18,13,25,43,82
"1706","MQ",438,45419,5,111,17,19,10,24,31,92
"1707","EV",444,45555,6,88,18,19,11,25,42,109
"1708","AA",463,41023,5,167,17,19,12,24,41,60
"1709","EV",438,45180,5,102,17,19,8,23,43,101
"1711","UA",428,43737,5,68,17,19,13,19,33,68
"1712","B6",437,41028,6,77,17,19,9,29,34,52
"1714","9E",458,44882,6,36,18,19,16,26,26,115
"1716","B6",467,42203,5,23,17,20,6,21,34,81
"1719","9E",444,41281,5,83,16,18,8,21,40,38
"1720","9E",423,36599,6,185,15,17,8,26,43,11
"1722","UA",465,47752,6,104,18,20,11,25,31,131
"1723","DL",450,42138,5,137,17,19,13,22,33,75
"1724","UA",445,42489,6,91,17,19,9,23,43,59
"1725","EV",427,35317,5,116,16,17,13,25,32,8
"1726","9E",477,44545,5,147,17,19,14,22,35,78
"1727","AA",457,40105,5,127,16,18,11,26,39,40
"1729","EV",438,43135,6,41,17,19,12,30,48,57
"1730","UA",465,47125,5,4,17,20,15,19,36,116
"1731","MQ",452,44387,6,86,17,19,0,21,47,102
"1733","EV",446,42232,6,144,17,19,11,29,30,41
"1734","UA",435,43463,5,33,17,18,12,24,33,38
"1736","9E",463,48524,6,16,19,21,12,29,37,156
"1737","MQ",428,43882,5,104,16,18,5,22,43,44
"1738","9E",426,41995,5,167,17,19,14,24,46,59
"1739","B6",444,43521,6,73,17,19,11,29,28,64
"1740","UA",418,38773,5,134,17,18,6,27,31,20
"1741","FL",453,43539,6,134,17,19,11,25,36,85
"1742","B6",437,42981,5,126,17,18,9,23,33,60
"1743","9E",451,43337,5,136,16,19,4,26,39,57
"1744","B6",417,44018,5,119,17,18,4,24,33,42
"1745","DL",460,42848,6,112,17,19,6,22,32,67
"1746","UA",446,40651,5,130,16,18,11,28,50,36
"1747","EV",430,46210,6,135,17,19,10,35,29,73
"1748","B6",478,50969,6,43,18,20,9,19,39,160
"1749","WN",421,40320,5,53,17,18,3,20,23,41
"1750","EV",465,45175,5,62,17,18,10,22,42,86
"1751","AA",438,37756,5,142,16,17,8,23,43,35
"1752","B6",427,44693,6,43,18,20,8,22,36,92
"1753","B6",457,39287,6,64,18,20,17,28,38,74
"1754","UA",428,41542,5,166,17,19,12,24,49,40
"1756","UA",460,47781,5,98,18,18,5,30,42,105
"1757","EV",461,45276,6,149,17,20,12,27,33,93
"1758","B6",460,44048,5,151,17,19,5,25,35,86
"1760","UA",452,43975,5,67,17,19,9,22,32,66
"1761","MQ",421,46959,5,48,17,18,18,26,30,92
"1762","B6",439,41329,6,111,16,19,17,23,40,44
"1763","B6",454,45278,6,3,17,20,8,23,53,88
"1766","EV",471,44336,5,59,17,19,6,28,37,79
"1768","B6",464,43335,5,133,17,19,8,28,26,53
"1769","MQ",446,40718,5,103,16,18,5,26,36,47
"1770","MQ",427,40478,5,161,17,19,9,28,30,36
"1773","UA",453,44938,5,93,17,19,12,25,33,82
"1774","MQ",471,42995,5,59,17,19,9,27,27,64
"1775","B6",436,43989,5,78,18,19,12,27,24,95
"1776","UA",454,42027,6,189,16,19,6,22,29,45
"1777","DL",416,44982,5,25,17,20,7,21,47,100
"1778","B6",465,47595,6,71,18,20,7,23,42,116
"1779","UA",449,42760,5,183,17,19,8,22,39,46
"1780","B6",438,44445,5,64,17,19,11,24,51,81
"1781","MQ",468,43992,6,35,17,19,2,19,39,111
"1782","EV",446,40529,5,134,17,17,9,24,37,32
"1783","9E",440,43334,5,112,17,18,13,28,33,81
"1784","EV",413,41510,5,80,16,18,6,24,28,30
"1785","EV",441,44591,5,2,17,19,15,26,28,65
"1786","B6",427,42714,5,92,17,19,17,21,28,98
"1787","B6",462,44354,6,117,17,19,12,34,47,64
"1788","MQ",422,43349,6,38,17,19,7,25,43,72
"1789","AA",452,45521,6,53,17,20,14,28,32,93
"1790","MQ",455,48161,6,35,18,18,9,19,18,99
"1791","B6",441,41645,5,23,17,20,14,29,35,66
"1792","UA",431,40967,5,168,16,18,8,28,34,37
"1793","B6",457,46627,6,62,18,20,11,22,40,121
"1795","B6",437,40163,6,57,17,18,11,26,41,36
"1797","AA",449,49497,5,49,18,19,7,26,32,130
"1798","B6",424,44596,6,149,17,19,6,31,39,68
"1799","B6",411,41722,6,67,17,19,15,25,39,73
"1800","B6",449,42617,6,121,17,19,5,33,44,71
"1801","B6",453,48366,5,79,17,20,5,18,29,83
"1802","B6",463,45442,6,108,18,19,11,21,39,101
"1803","EV",424,40704,5,138,16,17,6,28,41,29
"1804","EV",447,41560,6,88,17,19,12,29,34,93
"1805","B6",450,42578,5,119,17,19,20,28,36,65
"1806","B6",443,44763,5,120,17,20,13,28,37,77
"1807","B6",419,39764,5,168,16,18,8,26,39,14
"1808","EV",442,43580,5,162,16,18,16,22,43,27
"1809","B6",441,50180,5,101,18,19,13,27,43,118
"1810","B6",423,41030,5,114,17,19,14,23,41,32
"1811","B6",424,39949,5,84,16,18,12,25,34,34
"1812","EV",452,47134,6,172,17,19,13,27,32,90
"1814","B6",421,40676,5,138,17,18,12,30,28,26
"1815","EV",421,32083,5,126,15,17,4,31,27,3
"1816","B6",454,47005,5,7,17,19,14,22,39,122
"1818","B6",463,47847,5,37,17,21,8,30,32,140
"1820","B6",458,44899,5,83,18,19,13,28,59,85
"1821","US",428,43040,5,96,17,20,9,32,55,77
"1822","UA",440,43775,5,62,17,19,12,26,38,86
"1824","UA",495,47348,5,59,18,20,10,23,41,132
"1825","B6",442,44222,6,151,17,18,10,24,29,99
"1826","B6",473,45602,6,104,17,20,10,17,43,84
"1827","B6",405,41878,6,37,17,18,8,28,37,62
"1828","B6",446,42818,6,77,17,19,6,25,36,78
"1829","AA",452,47856,6,146,18,19,14,22,41,96
"1830","B6",438,39501,5,141,16,17,5,26,43,19
"1832","EV",419,45734,5,88,17,19,15,24,35,69
"1833","DL",442,43425,6,73,17,20,11,26,42,86
"1834","DL",461,41737,5,121,18,19,11,25,29,64
"1835","FL",444,46494,5,58,17,19,11,24,31,83
"1836","UA",460,46031,6,40,17,19,9,28,42,97
"1837","UA",450,44696,5,147,18,18,8,24,38,82
"1838","UA",444,45372,5,101,17,19,14,23,38,64
"1839","EV",433,44939,5,129,18,19,11,19,39,106
"1842","B6",449,45404,5,90,17,19,12,27,41,79
"1843","WN",426,43074,6,46,17,20,14,26,30,56
"1844","MQ",443,39148,5,128,16,19,11,24,29,31
"1846","US",437,41561,6,119,16,20,6,24,27,38
"1848","UA",435,43407,6,54,17,18,6,26,35,52
"1849","UA",399,42732,5,53,17,19,16,26,33,44
"1850","DL",421,44267,6,91,17,19,5,26,29,79
"1851","DL",417,44744,5,123,17,19,9,19,35,66
"1852","AA",447,41979,5,116,16,17,9,27,37,33
"1854","EV",477,48440,6,67,18,19,9,23,46,115
"1855","DL",432,41739,6,93,17,19,12,25,33,53
"1856","WN",435,45658,6,77,17,19,11,29,35,76
"1857","B6",444,44000,6,138,17,19,2,28,49,70
"1859","UA",450,40885,5,115,17,19,12,25,41,66
"1860","US",436,41856,5,60,17,19,15,26,39,57
"1861","AA",427,40045,5,130,17,19,7,28,37,58
"1862","MQ",443,39887,5,131,16,17,15,23,35,25
"1863","MQ",464,47626,6,103,18,20,11,21,36,144
"1864","MQ",447,44844,5,65,18,19,9,22,38,82
"1866","UA",445,37516,5,85,17,17,9,26,27,27
"1867","US",410,43563,5,127,17,19,10,25,34,60
"1868","DL",449,43803,5,62,17,18,14,23,27,59
"1869","WN",451,42055,5,108,16,19,14,24,45,54
"1872","US",424,39653,5,153,16,19,10,26,17,24
"1873","B6",451,43252,6,86,18,19,10,29,24,60
"1874","DL",481,45842,6,176,17,20,10,23,46,111
"1875","WN",429,41215,5,83,16,17,12,22,32,37
"1876","EV",444,43994,6,18,18,19,11,25,42,93
"1877","UA",461,41590,6,85,17,19,6,26,37,55
"1879","UA",456,43931,5,34,17,18,6,26,33,94
"1880","UA",409,33147,5,172,15,16,15,27,43,2
"1881","EV",425,43805,6,67,17,20,12,29,39,75
"1882","US",444,42294,5,73,17,18,13,22,36,59
"1883","UA",440,39976,5,113,17,19,4,32,24,38
"1884","B6",460,43022,5,65,17,19,15,23,39,73
"1885","UA",426,41106,5,56,16,18,14,26,40,31
"1886","EV",431,43069,5,32,17,19,9,22,33,50
"1889","B6",431,41648,5,149,16,18,7,23,36,40
"1890","US",445,43244,5,86,17,18,15,26,31,73
"1892","UA",451,41423,5,102,17,19,5,21,37,72
"1896","DL",455,46001,5,33,18,19,10,27,41,108
"1899","B6",474,43021,6,57,18,19,5,31,34,78
"1900","DL",432,43020,6,19,17,19,5,26,32,67
"1901","DL",450,40489,5,100,16,18,15,19,35,31
"1902","DL",436,42331,5,155,17,19,8,29,25,43
"1903","B6",417,41488,5,116,16,17,14,29,34,20
"1905","US",441,44841,6,80,17,19,16,26,43,82
"1906","VX",434,42997,5,157,17,18,11,26,31,46
"1907","EV",454,46341,6,76,18,19,8,28,43,98
"1909","AA",446,40323,5,10,17,18,9,20,36,58
"1911","UA",452,42892,5,102,17,19,7,25,33,51
"1912","B6",471,42347,5,48,17,19,14,27,20,110
"1914","UA",442,38830,5,24,17,18,7,19,42,65
"1915","AA",420,36164,6,158,16,19,10,27,33,41
